name	zone	localx	localy	localz	posx	posy	posz
ol2_30	Ol2	2.163	3.433	0	2.169597	3.49897	0
ol3_0	Ol3	-7.615	0.112	0	-7.608403	0.1779702	0
ol3_1	Ol3	-6.579	1.296	0	-6.572403	1.36197	0
ol3_2	Ol3	-5.064	0.054	0	-5.057403	0.1199702	0
ol3_3	Ol3	-6.248	-1.951	0	-6.241403	-1.88503	0
ol3_4	Ol3	-4.68	2.77	0	-4.673403	2.83597	0
ol3_5	Ol3	-3.37	0	0	-3.363403	0.06597021	0
ol3_6	Ol3	-4.08	-3.32	0	-4.073403	-3.25403	0
ol3_7	Ol3	-2.721	3.857	0	-2.714403	3.92297	0
ol3_8	Ol3	-2.455	2.7	0	-2.448403	2.76597	0
ol3_9	Ol3	-3.29	1.57	0	-3.283403	1.63597	0
ol3_10	Ol3	-1.99	0.03	0	-1.983403	0.09597021	0
ol3_11	Ol3	-2.561	-2.196	0	-2.554403	-2.13003	0
ol3_12	Ol3	-2.274	-3.541	0	-2.267403	-3.47503	0
ol3_13	Ol3	-0.521	3.591	0	-0.514403	3.65697	0
ol3_14	Ol3	-1.175	1.162	0	-1.168403	1.22797	0
ol3_15	Ol3	-1.026	-1.305	0	-1.019403	-1.23903	0
ol3_16	Ol3	-0.961	-3.809	0	-0.954403	-3.74303	0
ol3_17	Ol3	1.483	3.538	0	1.489597	3.60397	0
ol3_18	Ol3	0.748	2.514	0	0.7545971	2.57997	0
ol3_19	Ol3	0.416	1.033	0	0.4225971	1.09897	0
ol3_20	Ol3	0.55	-0.41	0	0.5565971	-0.3440298	0
ol3_21	Ol3	0.314	-2.054	0	0.3205971	-1.98803	0
ol3_22	Ol3	1.76	-2.35	0	1.766597	-2.28403	0
ol3_23	Ol3	2.805	2.617	0	2.811597	2.68297	0
ol3_24	Ol3	2.325	0.062	0	2.331597	0.1279702	0
ol3_25	Ol3	4.24	-2.38	0	4.246597	-2.31403	0
ol3_26	Ol3	4.42	1.59	0	4.426597	1.65597	0
ol3_27	Ol3	4.289	-0.428	0	4.295597	-0.3620298	0
ol3_28	Ol3	5.662	1.016	0	5.668597	1.08197	0
ol3_29	Ol3	5.777	-1.09	0	5.783597	-1.02403	0
ol3_30	Ol3	7.065	-0.145	0	7.071597	-0.07902978	0
ol3_31	Ol3	8.599	1.051	0	8.605597	1.11697	0
ol3_32	Ol3	2.739	-3.475	0	2.745597	-3.40903	0
ol3_33	Ol3	4.278	3.499	0	4.284597	3.56497	0
ol4_0	Ol4	-7.604	0.116	0	-7.597403	0.1819702	0
ol4_1	Ol4	-6.276	1.639	0	-6.269403	1.70497	0
ol4_2	Ol4	-5.788	0.259	0	-5.781403	0.3249702	0
ol4_3	Ol4	-6.333	-1.342	0	-6.326403	-1.27603	0
ol4_4	Ol4	-4.834	2.823	0	-4.827403	2.88897	0
ol4_5	Ol4	-3.644	0.473	0	-3.637403	0.5389702	0
ol4_6	Ol4	-4.507	-1.424	0	-4.500403	-1.35803	0
ol4_7	Ol4	-4.894	-2.878	0	-4.887403	-2.81203	0
ol4_8	Ol4	-2.967	2.852	0	-2.960403	2.91797	0
ol4_9	Ol4	-2.74	1.44	0	-2.733403	1.50597	0
ol4_10	Ol4	-1.808	-0.255	0	-1.801403	-0.1890298	0
ol4_11	Ol4	-2.804	-2.129	0	-2.797403	-2.06303	0
ol4_12	Ol4	-1.175	-2.479	0	-1.168403	-2.41303	0
ol4_13	Ol4	-0.963	2.421	0	-0.956403	2.48697	0
ol4_14	Ol4	-0.539	1.223	0	-0.5324029	1.28897	0
ol4_15	Ol4	0.354	-0.347	0	0.360597	-0.2810298	0
ol4_16	Ol4	1.18	-2.779	0	1.186597	-2.71303	0
ol4_17	Ol4	0.778	3.287	0	0.784597	3.35297	0
ol4_18	Ol4	2.578	3.273	0	2.584597	3.33897	0
ol4_19	Ol4	0.669	1.896	0	0.6755971	1.96197	0
ol4_20	Ol4	2.342	1.738	0	2.348597	1.80397	0
ol4_21	Ol4	1.94	0.659	0	1.946597	0.7249702	0
ol4_22	Ol4	3.48	0.547	0	3.486597	0.6129702	0
ol4_23	Ol4	2.608	-1.426	0	2.614597	-1.36003	0
ol4_24	Ol4	3.687	-2.646	0	3.693597	-2.58003	0
ol4_25	Ol4	4.325	2.18	0	4.331597	2.24597	0
ol4_26	Ol4	5.128	-2.574	0	5.134597	-2.50803	0
ol4_27	Ol4	5.266	0.688	0	5.272597	0.7539703	0
ol4_28	Ol4	6.172	-1.116	0	6.178597	-1.05003	0
ol4_29	Ol4	7.04	-0.143	0	7.046597	-0.07702979	0
ol4_30	Ol4	8.598	1.044	0	8.604596	1.10997	0
ol5_0	Ol5	-7.579	0.092	0	-7.572403	0.1579702	0
ol5_1	Ol5	-6.03	1.689	0	-6.023403	1.75497	0
ol5_2	Ol5	-5.193	0.476	0	-5.186403	0.5419703	0
ol5_3	Ol5	-5.382	-0.641	0	-5.375403	-0.5750297	0
ol5_4	Ol5	-6.318	-1.636	0	-6.311403	-1.57003	0
ol5_5	Ol5	-5.13	2.614	0	-5.123403	2.67997	0
ol5_6	Ol5	-3.26	3.671	0	-3.253403	3.73697	0
ol5_7	Ol5	-3.213	1.282	0	-3.206403	1.34797	0
ol5_8	Ol5	-3.229	-1.175	0	-3.222403	-1.10903	0
ol5_9	Ol5	-4.784	-2.848	0	-4.777403	-2.78203	0
ol5_10	Ol5	-3.17	-2.781	0	-3.163403	-2.71503	0
ol5_11	Ol5	-0.598	3.104	0	-0.5914029	3.16997	0
ol5_12	Ol5	-1.437	2.135	0	-1.430403	2.20097	0
ol5_13	Ol5	0.758	2.11	0	0.7645971	2.17597	0
ol5_14	Ol5	-1.33	0.12	0	-1.323403	0.1859702	0
ol5_15	Ol5	0.15	-0.13	0	0.156597	-0.06402978	0
ol5_16	Ol5	-0.99	-1.94	0	-0.983403	-1.87403	0
ol5_17	Ol5	-1.463	-3.528	0	-1.456403	-3.46203	0
ol5_18	Ol5	0.593	-3.167	0	0.599597	-3.10103	0
ol5_19	Ol5	2.697	1.563	0	2.703597	1.62897	0
ol5_20	Ol5	3.987	1.077	0	3.993597	1.14297	0
ol5_21	Ol5	2.616	-0.32	0	2.622597	-0.2540298	0
ol5_22	Ol5	4.635	-1.779	0	4.641597	-1.71303	0
ol5_23	Ol5	5.47	0.464	0	5.476597	0.5299702	0
ol5_24	Ol5	5.858	-1.056	0	5.864597	-0.9900298	0
ol5_25	Ol5	7.089	-0.159	0	7.095597	-0.09302978	0
ol5_26	Ol5	8.587	1.045	0	8.593596	1.11097	0
ol5_27	Ol5	-6.413	-3.128	0	-6.406403	-3.06203	0
ol5_28	Ol5	1.485	3.352	0	1.491597	3.41797	0
ol5_29	Ol5	3.523	-3.449	0	3.529597	-3.38303	0
ol5_30	Ol5	2.75	-2.3	0	2.756597	-2.23403	0
ol6_0	Ol6	-7.545	0.119	0	-7.538403	0.1849702	0
ol6_1	Ol6	-5.942	1.449	0	-5.935403	1.51497	0
ol6_2	Ol6	-4.866	0.125	0	-4.859403	0.1909702	0
ol6_3	Ol6	-6.214	-1.316	0	-6.207403	-1.25003	0
ol6_4	Ol6	-4.472	1.61	0	-4.465403	1.67597	0
ol6_5	Ol6	-2.786	0.547	0	-2.779403	0.6129702	0
ol6_6	Ol6	-2.786	-0.685	0	-2.779403	-0.6190298	0
ol6_7	Ol6	-4.604	-2.481	0	-4.597403	-2.41503	0
ol6_8	Ol6	-3.59	-2.95	0	-3.583403	-2.88403	0
ol6_9	Ol6	-4.613	-4.028	0	-4.606403	-3.96203	0
ol6_10	Ol6	-2.46	2.52	0	-2.453403	2.58597	0
ol6_11	Ol6	-1.19	1.5	0	-1.183403	1.56597	0
ol6_12	Ol6	-1.11	-0.19	0	-1.103403	-0.1240298	0
ol6_13	Ol6	0.23	-1.2	0	0.236597	-1.13403	0
ol6_14	Ol6	-1.46	-3.31	0	-1.453403	-3.24403	0
ol6_15	Ol6	0.27	-3.3	0	0.2765971	-3.23403	0
ol6_16	Ol6	-0.34	3	0	-0.333403	3.06597	0
ol6_17	Ol6	1.083	0.865	0	1.089597	0.9309702	0
ol6_18	Ol6	2.261	-0.626	0	2.267597	-0.5600297	0
ol6_19	Ol6	2.139	-2.792	0	2.145597	-2.72603	0
ol6_20	Ol6	1.961	2.819	0	1.967597	2.88497	0
ol6_21	Ol6	3.977	1.484	0	3.983597	1.54997	0
ol6_22	Ol6	3.839	0.188	0	3.845597	0.2539702	0
ol6_23	Ol6	4.091	-1.358	0	4.097597	-1.29203	0
ol6_24	Ol6	5.254	-2.18	0	5.260597	-2.11403	0
ol6_25	Ol6	5.499	1.412	0	5.505597	1.47797	0
ol6_26	Ol6	5.404	0.077	0	5.410597	0.1429702	0
ol6_27	Ol6	6.084	-1.231	0	6.090597	-1.16503	0
ol6_28	Ol6	7.098	-0.173	0	7.104597	-0.1070298	0
ol6_29	Ol6	8.647	1.028	0	8.653597	1.09397	0
ol6_30	Ol6	3.415	2.532	0	3.421597	2.59797	0
ol6_31	Ol6	4.363	-3.559	0	4.369597	-3.49303	0
ol7_0	Ol7	-7.593	0.097	0	-7.586403	0.1629702	0
ol7_1	Ol7	-6.358	1.597	0	-6.351403	1.66297	0
ol7_2	Ol7	-5.199	-0.194	0	-5.192403	-0.1280298	0
ol7_3	Ol7	-6.472	-1.557	0	-6.465403	-1.49103	0
ol7_4	Ol7	-3.467	3.361	0	-3.460403	3.42697	0
ol7_5	Ol7	-3.803	0.674	0	-3.796403	0.7399702	0
ol7_6	Ol7	-3.875	-1.28	0	-3.868403	-1.21403	0
ol7_7	Ol7	-3.095	-3.339	0	-3.088403	-3.27303	0
ol7_8	Ol7	-0.98	3.08	0	-0.973403	3.14597	0
ol7_9	Ol7	-2.51	1.87	0	-2.503403	1.93597	0
ol7_10	Ol7	-1.475	-0.712	0	-1.468403	-0.6460298	0
ol7_11	Ol7	-0.996	-2.944	0	-0.9894029	-2.87803	0
ol7_12	Ol7	0.653	3.892	0	0.659597	3.95797	0
ol7_13	Ol7	0.458	2.83	0	0.464597	2.89597	0
ol7_14	Ol7	-0.65	0.84	0	-0.6434029	0.9059702	0
ol7_15	Ol7	1.22	1.41	0	1.226597	1.47597	0
ol7_16	Ol7	0.2	-0.753	0	0.206597	-0.6870298	0
ol7_17	Ol7	0.468	-2.773	0	0.474597	-2.70703	0
ol7_18	Ol7	2.131	-2.677	0	2.137597	-2.61103	0
ol7_19	Ol7	1.42	-1.71	0	1.426597	-1.64403	0
ol7_20	Ol7	2.964	2.292	0	2.970597	2.35797	0
ol7_21	Ol7	2.267	-0.613	0	2.273597	-0.5470297	0
ol7_22	Ol7	5.148	1.884	0	5.154597	1.94997	0
ol7_23	Ol7	3.89	1.2	0	3.896597	1.26597	0
ol7_24	Ol7	4.2	-1.53	0	4.206597	-1.46403	0
ol7_25	Ol7	5.544	0.744	0	5.550597	0.8099703	0
ol7_26	Ol7	5.367	-0.921	0	5.373597	-0.8550298	0
ol7_27	Ol7	7.036	-0.13	0	7.042597	-0.06402978	0
ol7_28	Ol7	8.59	1.052	0	8.596597	1.11797	0
ol7_29	Ol7	-5.495	2.527	0	-5.488403	2.59297	0
ol7_30	Ol7	-5.64	-2.543	0	-5.633403	-2.47703	0
ol8_0	Ol8	-7.615	0.1	0	-7.608403	0.1659702	0
ol8_1	Ol8	-6.044	1.568	0	-6.037403	1.63397	0
ol8_2	Ol8	-5.369	-0.089	0	-5.362403	-0.02302979	0
ol8_3	Ol8	-6.188	-1.5	0	-6.181403	-1.43403	0
ol8_4	Ol8	-4.53	2.677	0	-4.523403	2.74297	0
ol8_5	Ol8	-3.681	0.019	0	-3.674403	0.08497021	0
ol8_6	Ol8	-4.521	-2.343	0	-4.514403	-2.27703	0
ol8_7	Ol8	-2.755	3.385	0	-2.748403	3.45097	0
ol8_8	Ol8	-2.34	1.8	0	-2.333403	1.86597	0
ol8_9	Ol8	-1.46	-0.67	0	-1.453403	-0.6040298	0
ol8_10	Ol8	-2.882	-2.322	0	-2.875403	-2.25603	0
ol8_11	Ol8	-2.672	-3.808	0	-2.665403	-3.74203	0
ol8_12	Ol8	-0.62	2.423	0	-0.613403	2.48897	0
ol8_13	Ol8	-0.028	-0.928	0	-0.02140297	-0.8620298	0
ol8_14	Ol8	-0.397	-2.686	0	-0.390403	-2.62003	0
ol8_15	Ol8	1.511	3.238	0	1.517597	3.30397	0
ol8_16	Ol8	2.787	2.72	0	2.793597	2.78597	0
ol8_17	Ol8	1.201	1.307	0	1.207597	1.37297	0
ol8_18	Ol8	3.037	0.533	0	3.043597	0.5989702	0
ol8_19	Ol8	2.238	-0.34	0	2.244597	-0.2740298	0
ol8_20	Ol8	4.471	-1.145	0	4.477597	-1.07903	0
ol8_21	Ol8	1.89	-2.25	0	1.896597	-2.18403	0
ol8_22	Ol8	2.518	-3.513	0	2.524597	-3.44703	0
ol8_23	Ol8	5.812	-2.86	0	5.818597	-2.79403	0
ol8_24	Ol8	4.42	1.6	0	4.426597	1.66597	0
ol8_25	Ol8	3.854	-2.732	0	3.860597	-2.66603	0
ol8_26	Ol8	5.407	0.623	0	5.413597	0.6889702	0
ol8_27	Ol8	5.848	-0.891	0	5.854597	-0.8250297	0
ol8_28	Ol8	7.066	-0.166	0	7.072597	-0.1000298	0
ol8_29	Ol8	8.642	1.042	0	8.648597	1.10797	0
ol8_30	Ol8	0.372	0.856	0	0.3785971	0.9219702	0
ol8_31	Ol8	-2.873	0.642	0	-2.866403	0.7079703	0
secta_0	Sectarium	-1.89	0.78	0	-1.89	0.78	0
secta_1	Sectarium	-0.791	0.22	0	-0.791	0.22	0
secta_2	Sectarium	1.186	-0.028	0	1.186	-0.028	0
secta_3	Sectarium	0.018	-1.187	0	0.018	-1.187	0
secta_4	Sectarium	1.853	-1.928	0	1.853	-1.928	0
secta_5	Sectarium	3.966	-1.094	0	3.966	-1.094	0
secta_6	Sectarium	2.89	0.28	0	2.89	0.28	0
secta_7	Sectarium	4.835	0.125	0	4.835	0.125	0
secta_8	Sectarium	4.48	-2.04	0	4.48	-2.04	0
spider_0	Spiderlair	-2.842	-0.183	0	-2.842	-0.183	0
spider_1	Spiderlair	-3.403	-1.032	0	-3.403	-1.032	0
spider_2	Spiderlair	-1.584	0.544	0	-1.584	0.544	0
spider_3	Spiderlair	-1.444	-0.704	0	-1.444	-0.704	0
spider_4	Spiderlair	0.672	-0.162	0	0.672	-0.162	0
spider_5	Spiderlair	-0.211	1.411	0	-0.211	1.411	0
spider_6	Spiderlair	2.16	0.576	0	2.16	0.576	0
spider_7	Spiderlair	2.815	-1.374	0	2.815	-1.374	0
spider_8	Spiderlair	4.865	0.99	0	4.865	0.99	0
spider_9	Spiderlair	3.99	2.548	0	3.99	2.548	0
velka_0	Velkarath	-7.807	-2.28	0	-7.807	-2.28	0
velka_1	Velkarath	-6.392	-3.43	0	-6.392	-3.43	0
velka_2	Velkarath	-6.162	-1.65	0	-6.162	-1.65	0
velka_3	Velkarath	-4.833	-2.1	0	-4.833	-2.1	0
velka_4	Velkarath	-3.761	-3.55	0	-3.761	-3.55	0
velka_5	Velkarath	-5.857	0.03	0	-5.857	0.03	0
velka_6	Velkarath	-3.971	0.112	0	-3.971	0.112	0
velka_7	Velkarath	-2.774	-1.685	0	-2.774	-1.685	0
velka_8	Velkarath	-1.562	-3.39	0	-1.562	-3.39	0
velka_9	Velkarath	-2.013	0.019	0	-2.013	0.019	0
velka_10	Velkarath	-0.427	-2.227	0	-0.427	-2.227	0
velka_11	Velkarath	0.062	-3.4	0	0.062	-3.4	0
velka_12	Velkarath	-5.027	1.56	0	-5.027	1.56	0
velka_13	Velkarath	-2.912	1.52	0	-2.912	1.52	0
velka_14	Velkarath	-2.052	3.503	0	-2.052	3.503	0
velka_15	Velkarath	0.811	3.8	0	0.811	3.8	0
velka_16	Velkarath	-0.454	1.72	0	-0.454	1.72	0
velka_17	Velkarath	0.967	0.66	0	0.967	0.66	0
velka_18	Velkarath	0.181	-0.709	0	0.181	-0.709	0
velka_19	Velkarath	3.229	-0.912	0	3.229	-0.912	0
velka_20	Velkarath	2.173	-2.35	0	2.173	-2.35	0
velka_21	Velkarath	2.532	-3.575	0	2.532	-3.575	0
velka_22	Velkarath	4.341	-0.757	0	4.341	-0.757	0
velka_23	Velkarath	5.223	-2.974	0	5.223	-2.974	0
velka_24	Velkarath	5.99	-1.28	0	5.99	-1.28	0
velka_25	Velkarath	7.616	-2.15	0	7.616	-2.15	0
velka_26	Velkarath	7.479	0.156	0	7.479	0.156	0
velka_27	Velkarath	3.772	3.98	0	3.772	3.98	0
velka_28	Velkarath	7.14	3.391	0	7.14	3.391	0
velka_29	Velkarath	6.634	1.71	0	6.634	1.71	0
velka_30	Velkarath	5.744	0.85	0	5.744	0.85	0
velka_31	Velkarath	4.92	1.65	0	4.92	1.65	0
velka_32	Velkarath	3.94	2.28	0	3.94	2.28	0
velka_33	Velkarath	2.771	2.58	0	2.771	2.58	0
velka_34	Velkarath	3.991	-2.859	0	3.991	-2.859	0
velka_35	Velkarath	-1.59	-1.274	0	-1.59	-1.274	0
velka_36	Velkarath	-1.014	-0.43	0	-1.014	-0.43	0
velka_37	Velkarath	8.666	-0.898	0	8.666	-0.898	0
velka_38	Velkarath	5.828	2.988	0	5.828	2.988	0
velka_39	Velkarath	-1.841	2.971	0	-1.841	2.971	0
velka_40	Velkarath	4.41	-3.77	0	4.41	-3.77	0
velka_41	Velkarath	2.163	-0.367	0	2.163	-0.367	0
velka_42	Velkarath	0.582	2.833	0	0.582	2.833	0
voidhigh_0	Voidhigh	5.934	0.041	0	5.940597	0.1069702	0
voidhigh_1	Voidhigh	4.332	1.288	0	4.338597	1.35397	0
voidhigh_2	Voidhigh	4.013	-1.298	0	4.019597	-1.23203	0
voidhigh_3	Voidhigh	3.147	1.854	0	3.153597	1.91997	0
voidhigh_4	Voidhigh	3.177	-2.221	0	3.183597	-2.15503	0
voidhigh_5	Voidhigh	0.513	3.593	0	0.5195971	3.65897	0
voidhigh_6	Voidhigh	0.524	-3.211	0	0.530597	-3.14503	0
voidhigh_7	Voidhigh	-1.724	2.674	0	-1.717403	2.73997	0
voidhigh_8	Voidhigh	-1.88	-2.921	0	-1.873403	-2.85503	0
voidhigh_9	Voidhigh	-3.647	1.373	0	-3.640403	1.43897	0
voidhigh_10	Voidhigh	-3.641	-1.771	0	-3.634403	-1.70503	0
voidhigh_11	Voidhigh	-1.92	0.532	0	-1.913403	0.5979702	0
voidhigh_12	Voidhigh	-1.941	-0.969	0	-1.934403	-0.9030298	0
voidhigh_13	Voidhigh	0.159	-0.034	0	0.165597	0.03197021	0
voidhigh_14	Voidhigh	5.22	-3.33	0	5.226597	-3.26403	0
voidhigh_15	Voidhigh	-4.54	2.97	0	-4.533403	3.03597	0
voidlow_0	Voidlow	-7.86	-1.721	0	-7.853403	-1.65503	0
voidlow_1	Voidlow	-6.613	0.175	0	-6.606403	0.2409702	0
voidlow_2	Voidlow	-4.776	1.271	0	-4.769403	1.33697	0
voidlow_3	Voidlow	-5.257	-1.204	0	-5.250403	-1.13803	0
voidlow_4	Voidlow	-2.76	2.438	0	-2.753403	2.50397	0
voidlow_5	Voidlow	-3.65	0.08	0	-3.643403	0.1459702	0
voidlow_6	Voidlow	-1.73	0.803	0	-1.723403	0.8689702	0
voidlow_7	Voidlow	-1.73	-0.424	0	-1.723403	-0.3580298	0
voidlow_8	Voidlow	-3.471	-2.44	0	-3.464403	-2.37403	0
voidlow_9	Voidlow	-1.303	2.713	0	-1.296403	2.77897	0
voidlow_10	Voidlow	-0.088	1.621	0	-0.08140296	1.68697	0
voidlow_11	Voidlow	0.415	0.125	0	0.421597	0.1909702	0
voidlow_12	Voidlow	-0.211	-1.589	0	-0.204403	-1.52303	0
voidlow_13	Voidlow	-1.918	-2.713	0	-1.911403	-2.64703	0
voidlow_14	Voidlow	0.878	3.241	0	0.8845971	3.30697	0
voidlow_15	Voidlow	3.188	1.46	0	3.194597	1.52597	0
voidlow_16	Voidlow	2.158	0.14	0	2.164597	0.2059702	0
voidlow_17	Voidlow	3.58	-1.02	0	3.586597	-0.9540298	0
voidlow_18	Voidlow	0.701	-3.648	0	0.707597	-3.58203	0
voidlow_19	Voidlow	2.842	2.66	0	2.848597	2.72597	0
voidlow_20	Voidlow	3.129	-2.81	0	3.135597	-2.74403	0
voidlow_21	Voidlow	5.162	2.626	0	5.168597	2.69197	0
voidlow_22	Voidlow	4.748	0.726	0	4.754597	0.7919703	0
voidlow_23	Voidlow	5.115	-0.988	0	5.121597	-0.9220297	0
voidlow_24	Voidlow	4.97	-2.691	0	4.976597	-2.62503	0
voidlow_25	Voidlow	7.093	-0.505	0	7.099597	-0.4390298	0
voidlow_26	Voidlow	8.705	0.716	0	8.711596	0.7819703	0
voidlow_27	Voidlow	1.47	1.55	0	1.476597	1.61597	0
voidlow_28	Voidlow	1.375	-1.397	0	1.381597	-1.33103	0
faen_0	Faeborg	-8.022	-3.429	0	-8.022	-3.429	0
faen_1	Faeborg	-5.539	-3.608	0	-5.539	-3.608	0
faen_2	Faeborg	-6.414	-1.434	0	-6.414	-1.434	0
faen_3	Faeborg	-4.437	-2.165	0	-4.437	-2.165	0
faen_4	Faeborg	-3.878	-3.602	0	-3.878	-3.602	0
faen_5	Faeborg	-5.725	0.379	0	-5.725	0.379	0
faen_6	Faeborg	-3.749	-0.786	0	-3.749	-0.786	0
faen_7	Faeborg	-2.784	-2.158	0	-2.784	-2.158	0
faen_8	Faeborg	-1.486	-2.995	0	-1.486	-2.995	0
faen_9	Faeborg	0.57	-4.137	0	0.57	-4.137	0
faen_10	Faeborg	-6.032	1.986	0	-6.032	1.986	0
faen_11	Faeborg	-4.559	1.805	0	-4.559	1.805	0
faen_12	Faeborg	-2.484	0.658	0	-2.484	0.658	0
faen_13	Faeborg	-1.651	-0.836	0	-1.651	-0.836	0
faen_14	Faeborg	-0.055	-2.261	0	-0.055	-2.261	0
faen_15	Faeborg	-3.426	3.561	0	-3.426	3.561	0
faen_16	Faeborg	-2.302	2.008	0	-2.302	2.008	0
faen_17	Faeborg	-0.425	0.901	0	-0.425	0.901	0
faen_18	Faeborg	0.078	-0.872	0	0.078	-0.872	0
faen_19	Faeborg	1.492	-2.488	0	1.492	-2.488	0
faen_20	Faeborg	3.008	-3.933	0	3.008	-3.933	0
faen_21	Faeborg	-0.123	2.618	0	-0.123	2.618	0
faen_22	Faeborg	1.051	1.967	0	1.051	1.967	0
faen_23	Faeborg	1.433	0.435	0	1.433	0.435	0
faen_24	Faeborg	1.372	-1.221	0	1.372	-1.221	0
faen_25	Faeborg	5.051	-3.972	0	5.051	-3.972	0
faen_26	Faeborg	5.913	-2.982	0	5.913	-2.982	0
faen_27	Faeborg	7.207	-3.629	0	7.207	-3.629	0
faen_28	Faeborg	7.373	-2.261	0	7.373	-2.261	0
faen_29	Faeborg	2.239	2.372	0	2.239	2.372	0
faen_30	Faeborg	3.43	2.078	0	3.43	2.078	0
faen_31	Faeborg	3.198	0.225	0	3.198	0.225	0
faen_32	Faeborg	4.531	-1.482	0	4.531	-1.482	0
faen_33	Faeborg	4.533	0.915	0	4.533	0.915	0
faen_34	Faeborg	6.968	-0.812	0	6.968	-0.812	0
faen_35	Faeborg	6.871	0.35	0	6.871	0.35	0
faen_36	Faeborg	5.912	1.17	0	5.912	1.17	0
faen_37	Faeborg	4.961	1.834	0	4.961	1.834	0
faen_38	Faeborg	5.473	2.806	0	5.473	2.806	0
faen_39	Faeborg	7.028	2.494	0	7.028	2.494	0
faen_40	Faeborg	5.952	-1.164	0	5.952	-1.164	0
faen_41	Faeborg	-1.45	3.59	0	-1.45	3.59	0
faen_42	Faeborg	8.594	-2.878	0	8.594	-2.878	0
faen_43	Faeborg	7.913	-0.06	0	7.913	-0.06	0
faen_44	Faeborg	3.563	-2.6	0	3.563	-2.6	0
forge_0	Blackforge	-2.72	-0.692	0	-2.72	-0.692	0
forge_1	Blackforge	-0.369	-0.729	0	-0.369	-0.729	0
forge_2	Blackforge	-0.286	-1.749	0	-0.286	-1.749	0
forge_3	Blackforge	2.259	-0.88	0	2.259	-0.88	0
forge_4	Blackforge	1.795	-2.426	0	1.795	-2.426	0
forge_5	Blackforge	4.756	0.093	0	4.756	0.093	0
forge_6	Blackforge	3.206	1.801	0	3.206	1.801	0
forge_7	Blackforge	4.347	2.821	0	4.347	2.821	0
forge_8	Blackforge	4.822	-1.988	0	4.822	-1.988	0
forge_9	Blackforge	-1.2	0.186	0	-1.2	0.186	0
sewers_0	Frozensewers	-3.593	-0.674	0	-3.593	-0.674	0
sewers_1	Frozensewers	0.612	-2.329	0	0.612	-2.329	0
sewers_2	Frozensewers	1.445	-1.59	0	1.445	-1.59	0
sewers_3	Frozensewers	-2.546	-0.078	0	-2.546	-0.078	0
sewers_4	Frozensewers	-2.137	1.058	0	-2.137	1.058	0
sewers_5	Frozensewers	-1.135	-0.728	0	-1.135	-0.728	0
sewers_6	Frozensewers	0.742	0.337	0	0.742	0.337	0
sewers_7	Frozensewers	1.492	2.218	0	1.492	2.218	0
sewers_8	Frozensewers	3.564	1.564	0	3.564	1.564	0
sewers_9	Frozensewers	4.321	1.757	0	4.321	1.757	0
sewers_10	Frozensewers	1.679	-0.661	0	1.679	-0.661	0
sewers_11	Frozensewers	3.631	-1.551	0	3.631	-1.551	0
sewers_12	Frozensewers	4.746	0.437	0	4.746	0.437	0
sewers_13	Frozensewers	0.427	-0.431	0	0.427	-0.431	0
wolf_0	Wolfwars	-4.717	0.561	0	-5.017	-0.539	0
wolf_1	Wolfwars	-3.32	0.494	0	-3.62	-0.6060001	0
wolf_2	Wolfwars	-1.254	2.116	0	-1.554	1.016	0
wolf_3	Wolfwars	-1.193	-0.663	0	-1.493	-1.763	0
wolf_4	Wolfwars	0.314	3.169	0	0.014	2.069	0
wolf_5	Wolfwars	0.216	0.44	0	-0.08400001	-0.66	0
wolf_6	Wolfwars	0.284	-1.955	0	-0.016	-3.055	0
wolf_7	Wolfwars	2.567	3.032	0	2.267	1.932	0
wolf_8	Wolfwars	2.232	0.488	0	1.932	-0.612	0
wolf_9	Wolfwars	2.973	-1.612	0	2.673	-2.712	0
wolf_10	Wolfwars	4.418	2.51	0	4.118	1.41	0
wolf_11	Wolfwars	3.418	1.118	0	3.118	0.01800001	0
wolf_12	Wolfwars	4.312	0.359	0	4.012	-0.7410001	0
wolf_13	Wolfwars	5.964	-1.067	0	5.664	-2.167	0
wolf_14	Wolfwars	5.648	0.942	0	5.348	-0.1580001	0
wolf_15	Wolfwars	7.102	1.978	0	6.802	0.878	0
wolf_16	Wolfwars	6.916	3.242	0	6.616	2.142	0
ulmin_0	Ulminin	-7.972	-1.069	0	-7.972	-1.069	0
ulmin_1	Ulminin	-6.61	-0.033	0	-6.61	-0.033	0
ulmin_2	Ulminin	-5.45	1.79	0	-5.45	1.79	0
ulmin_3	Ulminin	-5.113	-0.173	0	-5.113	-0.173	0
ulmin_4	Ulminin	-5.67	-1.82	0	-5.67	-1.82	0
ulmin_5	Ulminin	-3.999	3.089	0	-3.999	3.089	0
ulmin_6	Ulminin	-4.01	1.4	0	-4.01	1.4	0
ulmin_7	Ulminin	-3.57	-0.01	0	-3.57	-0.01	0
ulmin_8	Ulminin	-4.09	-1.32	0	-4.09	-1.32	0
ulmin_9	Ulminin	-4.743	-3.183	0	-4.743	-3.183	0
ulmin_10	Ulminin	-2.52	2.78	0	-2.52	2.78	0
ulmin_11	Ulminin	-2.17	1.25	0	-2.17	1.25	0
ulmin_12	Ulminin	-1.27	0.797	0	-1.27	0.797	0
ulmin_13	Ulminin	-2.7	-0.35	0	-2.7	-0.35	0
ulmin_14	Ulminin	-1.77	-1.1	0	-1.77	-1.1	0
